Order,Order Date,Region,Channel,Category,Product,Customer Segment,Units,Unit Price,Discount,Revenue,Cost,Margin,Fulfilled,Returned,Delivery Days
4782,2024-01-24,South,Wholesale,Electronics,USB Hub,Enterprise,14,28.88,0.05,384.14,242.01,142.13,true,false,3
4783,2024-01-25,East,Web,Home,Desk Lamp,Consumer,2,31.93,0.10,57.47,29.88,27.58,true,false,5
4784,2024-01-26,West,Store,Home,Storage Bin,Small Business,1,18.63,0.20,14.91,7.01,7.90,true,false,5
4785,2024-01-27,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.25,0.00,23.25,10.23,13.02,true,false,6
4786,2024-01-28,South,Web,Outdoors,Camp Chair,Consumer,20,70.53,0.05,1340.13,777.27,562.85,true,false,1
4787,2024-01-29,East,Store,Kitchen,Chef Pan,Small Business,1,46.23,0.10,41.61,22.88,18.72,true,false,3
4788,2024-01-30,West,Wholesale,Electronics,USB Hub,Enterprise,14,27.76,0.20,310.90,195.86,115.03,true,false,2
4789,2024-01-31,North,Web,Home,Desk Lamp,Consumer,5,32.90,0.00,164.49,85.53,78.95,true,false,6
4790,2024-02-01,South,Store,Home,Storage Bin,Small Business,1,18.16,0.05,17.26,8.11,9.15,true,false,4
4791,2024-02-02,East,Wholesale,Outdoors,Trail Bottle,Enterprise,10,23.07,0.10,207.60,91.34,116.25,true,false,5
4792,2024-02-03,West,Web,Outdoors,Camp Chair,Consumer,2,77.86,0.20,124.58,72.26,52.32,true,false,4
4793,2024-02-04,North,Store,Kitchen,Chef Pan,Small Business,1,46.62,0.00,46.62,25.64,20.98,true,false,4
4794,2024-02-05,South,Wholesale,Electronics,USB Hub,Enterprise,6,27.18,0.05,154.91,97.59,57.32,true,false,5
4795,2024-02-06,East,Web,Home,Desk Lamp,Consumer,18,33.27,0.10,538.99,280.27,258.71,true,false,5
4796,2024-02-07,West,Store,Home,Storage Bin,Small Business,6,17.56,0.20,84.28,39.61,44.67,true,false,3
4797,2024-02-08,North,Wholesale,Outdoors,Trail Bottle,Enterprise,8,25.33,0.00,202.64,89.16,113.48,true,false,2
4798,2024-02-09,South,Web,Outdoors,Camp Chair,Consumer,3,72.51,0.05,206.66,119.86,86.80,true,false,4
4799,2024-02-10,East,Store,Kitchen,Chef Pan,Small Business,4,43.44,0.10,156.40,86.02,70.38,true,false,2
4800,2024-02-11,West,Wholesale,Electronics,USB Hub,Enterprise,4,28.13,0.20,90.03,56.72,33.31,true,false,5
4801,2024-02-12,North,Web,Home,Desk Lamp,Consumer,3,30.30,0.00,90.91,47.27,43.64,true,false,1
4802,2024-02-13,South,Store,Home,Storage Bin,Small Business,22,18.00,0.05,376.27,176.85,199.42,true,false,1
4803,2024-02-14,East,Wholesale,Outdoors,Trail Bottle,Enterprise,14,24.71,0.10,311.38,137.01,174.37,true,false,6
4804,2024-02-15,West,Web,Outdoors,Camp Chair,Consumer,1,73.96,0.20,59.17,34.32,24.85,false,false,2
4805,2024-02-16,North,Store,Kitchen,Chef Pan,Small Business,15,45.91,0.00,688.71,378.79,309.92,true,false,5
4806,2024-02-17,South,Wholesale,Electronics,USB Hub,Enterprise,20,26.94,0.05,511.83,322.45,189.38,true,false,1
4807,2024-02-18,East,Web,Home,Desk Lamp,Consumer,19,31.65,0.10,541.25,281.45,259.80,true,false,3
4808,2024-02-19,West,Store,Home,Storage Bin,Small Business,22,18.04,0.20,317.46,149.21,168.25,true,false,3
4809,2024-02-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.56,0.00,23.56,10.37,13.19,true,false,4
4810,2024-02-21,South,Web,Outdoors,Camp Chair,Consumer,7,71.98,0.05,478.70,277.64,201.05,true,false,2
4811,2024-02-22,East,Store,Kitchen,Chef Pan,Small Business,3,43.27,0.10,116.84,64.26,52.58,true,true,9
4812,2024-02-23,West,Wholesale,Electronics,USB Hub,Enterprise,20,28.59,0.20,457.40,288.16,169.24,true,false,3
4813,2024-02-24,North,Web,Home,Desk Lamp,Consumer,2,32.86,0.00,65.72,34.17,31.55,true,false,2
4814,2024-02-25,South,Store,Home,Storage Bin,Small Business,11,17.70,0.05,184.99,86.94,98.04,true,false,3
4815,2024-02-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,10,24.61,0.10,221.45,97.44,124.01,true,false,1
4816,2024-02-27,West,Web,Outdoors,Camp Chair,Consumer,2,75.26,0.20,120.41,69.84,50.57,true,false,3
4817,2024-02-28,North,Store,Kitchen,Chef Pan,Small Business,14,48.03,0.00,672.38,369.81,302.57,true,false,5
4818,2024-02-29,South,Wholesale,Electronics,USB Hub,Enterprise,22,27.13,0.05,567.02,357.22,209.80,true,false,6
4819,2024-03-01,East,Web,Home,Desk Lamp,Consumer,8,32.52,0.10,234.14,121.76,112.39,true,false,5
4820,2024-03-02,West,Store,Home,Storage Bin,Small Business,1,18.34,,18.34,8.62,9.72,true,false,
4821,2024-03-03,North,Wholesale,Outdoors,Trail Bottle,Enterprise,5,25.02,0.00,125.10,55.05,70.06,true,false,2
4822,2024-03-04,South,Web,Outdoors,Camp Chair,Consumer,19,77.63,0.05,1401.15,812.67,588.48,true,false,6
4823,2024-03-05,East,Store,Kitchen,Chef Pan,Small Business,3,43.56,0.10,117.61,64.69,52.93,true,false,6
4824,2024-03-06,West,Wholesale,Electronics,USB Hub,Enterprise,14,26.81,0.20,300.23,189.15,111.09,false,false,1
4825,2024-03-07,North,Web,Home,Desk Lamp,Consumer,4,31.86,0.00,127.44,66.27,61.17,true,false,3
4826,2024-03-08,South,Store,Home,Storage Bin,Small Business,20,18.88,0.05,358.72,168.60,190.12,true,false,5
4827,2024-03-09,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,25.22,0.10,90.80,39.95,50.85,true,false,6
4828,2024-03-10,West,Web,Outdoors,Camp Chair,Consumer,5,78.37,0.20,313.47,181.81,131.66,true,false,1
4829,2024-03-11,North,Store,Kitchen,Chef Pan,Small Business,4,45.49,0.00,181.96,100.08,81.88,true,false,5
4830,2024-03-12,South,Wholesale,Electronics,USB Hub,Enterprise,23,29.20,0.05,638.03,401.96,236.07,true,false,2
4831,2024-03-13,East,Web,Home,Desk Lamp,Consumer,3,33.89,0.10,91.50,47.58,43.92,true,false,4
4832,2024-03-14,West,Store,Home,Storage Bin,Small Business,14,17.74,0.20,198.73,93.40,105.33,false,false,2
4833,2024-03-15,North,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.19,0.00,169.36,74.52,94.84,true,false,6
4834,2024-03-16,South,Web,Outdoors,Camp Chair,Consumer,8,78.29,0.05,595.02,345.11,249.91,false,false,5
4835,2024-03-17,East,Store,Kitchen,Chef Pan,Small Business,14,44.19,0.10,556.85,306.27,250.58,true,false,4
4836,2024-03-18,West,Wholesale,Electronics,USB Hub,Enterprise,2,28.95,0.20,46.32,29.18,17.14,true,false,1
4837,2024-03-19,North,Web,Home,Desk Lamp,Consumer,7,33.39,0.00,233.70,121.53,112.18,true,false,2
4838,2024-03-20,South,Store,Home,Storage Bin,Small Business,4,18.76,0.05,71.27,33.50,37.77,true,false,4
4839,2024-03-21,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,25.42,0.10,22.87,10.06,12.81,false,false,2
4840,2024-03-22,West,Web,Outdoors,Camp Chair,Consumer,6,77.44,0.20,371.69,215.58,156.11,true,false,1
4841,2024-03-23,North,Store,Kitchen,Chef Pan,Small Business,1,43.78,0.00,43.78,24.08,19.70,true,false,4
4842,2024-03-24,South,Wholesale,Electronics,USB Hub,Enterprise,21,29.65,0.05,591.44,372.61,218.83,true,false,1
4843,2024-03-25,East,Web,Home,Desk Lamp,Consumer,25,30.64,0.10,689.41,358.49,330.92,true,false,6
4844,2024-03-26,West,Store,Home,Storage Bin,Small Business,21,18.29,0.20,307.28,144.42,162.86,true,false,3
4845,2024-03-27,North,Wholesale,Outdoors,Trail Bottle,Enterprise,25,23.65,0.00,591.22,260.14,331.08,true,false,5
4846,2024-03-28,South,Web,Outdoors,Camp Chair,Consumer,23,70.44,0.05,1539.13,892.70,646.43,true,false,3
4847,2024-03-29,East,Store,Kitchen,Chef Pan,Small Business,8,48.44,0.10,348.78,191.83,156.95,true,false,4
4848,2024-03-30,West,Wholesale,Electronics,USB Hub,Enterprise,7,26.73,0.20,149.67,94.30,55.38,true,true,8
4849,2024-03-31,North,Web,Home,Desk Lamp,Consumer,3,31.75,0.00,95.25,49.53,45.72,true,false,3
4850,2024-04-01,South,Store,Home,Storage Bin,Small Business,2,17.91,0.05,34.03,15.99,18.04,true,false,1
4851,2024-04-02,East,Wholesale,Outdoors,Trail Bottle,Enterprise,2,22.79,0.10,41.01,18.05,22.97,true,false,6
4852,2024-04-03,West,Web,Outdoors,Camp Chair,Consumer,4,76.16,0.20,243.70,141.34,102.35,true,false,1
4853,2024-04-04,North,Store,Kitchen,Chef Pan,Small Business,13,47.98,0.00,623.78,343.08,280.70,true,false,3
4854,2024-04-05,South,Wholesale,Electronics,USB Hub,Enterprise,6,26.72,0.05,152.28,95.93,56.34,true,false,6
4855,2024-04-06,East,Web,Home,Desk Lamp,Consumer,8,30.94,0.10,222.78,115.85,106.93,true,false,3
4856,2024-04-07,West,Store,Home,Storage Bin,Small Business,26,18.90,0.20,393.13,184.77,208.36,false,false,5
4857,2024-04-08,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.32,0.00,24.32,10.70,13.62,true,false,6
4858,2024-04-09,South,Web,Outdoors,Camp Chair,Consumer,28,72.73,0.05,1934.59,1122.06,812.53,true,false,4
4859,2024-04-10,East,Store,Kitchen,Chef Pan,Small Business,10,45.36,0.10,408.24,224.53,183.71,true,false,2
4860,2024-04-11,West,Wholesale,Electronics,USB Hub,Enterprise,20,28.66,0.20,458.56,288.89,169.67,false,false,3
4861,2024-04-12,North,Web,Home,Desk Lamp,Consumer,1,31.13,0.00,31.13,16.19,14.94,false,false,2
4862,2024-04-13,South,Store,Home,Storage Bin,Small Business,7,17.93,0.05,119.25,56.05,63.20,true,false,3
4863,2024-04-14,East,Wholesale,Outdoors,Trail Bottle,Enterprise,5,22.87,0.10,102.91,45.28,57.63,true,false,4
4864,2024-04-15,West,Web,Outdoors,Camp Chair,Consumer,1,77.45,0.20,61.96,35.94,26.02,true,false,4
4865,2024-04-16,North,Store,Kitchen,Chef Pan,Small Business,3,47.71,0.00,143.13,78.72,64.41,true,false,5
4866,2024-04-17,South,Wholesale,Electronics,USB Hub,Enterprise,1,29.65,0.05,28.17,17.75,10.42,true,false,4
4867,2024-04-18,East,Web,Home,Desk Lamp,Consumer,15,31.16,0.10,420.62,218.72,201.90,true,false,1
4868,2024-04-19,West,Store,Home,Storage Bin,Small Business,6,18.56,0.20,89.07,41.86,47.21,true,false,6
4869,2024-04-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,9,22.80,0.00,205.24,90.31,114.94,true,false,4
4870,2024-04-21,South,Web,Outdoors,Camp Chair,Consumer,4,73.75,0.05,280.25,162.54,117.70,true,false,5
4871,2024-04-22,East,Store,Kitchen,Chef Pan,Small Business,5,45.93,0.10,206.68,113.68,93.01,true,false,3
4872,2024-04-23,West,Wholesale,Electronics,USB Hub,Enterprise,1,29.33,0.20,23.46,14.78,8.68,true,false,4
4873,2024-04-24,North,Web,Home,Desk Lamp,Consumer,2,30.36,0.00,60.72,31.57,29.14,true,false,5
4874,2024-04-25,South,Store,Home,Storage Bin,Small Business,28,18.09,0.05,481.14,226.13,255.00,true,false,3
4875,2024-04-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,5,23.52,0.10,105.85,46.57,59.28,true,false,6
4876,2024-04-27,West,Web,Outdoors,Camp Chair,Consumer,12,71.31,0.20,684.62,397.08,287.54,false,false,5
4877,2024-04-28,North,Store,Kitchen,Chef Pan,Small Business,14,44.38,0.00,621.30,341.72,279.59,true,false,3
4878,2024-04-29,South,Wholesale,Electronics,USB Hub,Enterprise,27,27.48,0.05,704.86,444.06,260.80,true,false,6
4879,2024-04-30,East,Web,Home,Desk Lamp,Consumer,4,30.68,0.10,110.46,57.44,53.02,false,false,6
4880,2024-05-01,West,Store,Home,Storage Bin,Small Business,8,17.99,0.20,115.13,54.11,61.02,true,false,2
4881,2024-05-02,North,Wholesale,Outdoors,Trail Bottle,Enterprise,3,24.15,0.00,72.46,31.88,40.58,false,false,
4882,2024-05-03,South,Web,Outdoors,Camp Chair,Consumer,30,71.38,0.05,2034.43,1179.97,854.46,true,false,2
4883,2024-05-04,East,Store,Kitchen,Chef Pan,Small Business,22,44.40,0.10,879.22,483.57,395.65,true,false,5
4884,2024-05-05,West,Wholesale,Electronics,USB Hub,Enterprise,3,26.62,0.20,63.88,40.24,23.63,true,false,4
4885,2024-05-06,North,Web,Home,Desk Lamp,Consumer,2,30.46,0.00,60.93,31.68,29.24,true,true,8
4886,2024-05-07,South,Store,Home,Storage Bin,Small Business,8,17.42,0.05,132.42,62.24,70.19,true,false,1
4887,2024-05-08,East,Wholesale,Outdoors,Trail Bottle,Enterprise,12,24.54,0.10,265.08,116.63,148.44,true,false,5
4888,2024-05-09,West,Web,Outdoors,Camp Chair,Consumer,2,73.23,0.20,117.17,67.96,49.21,true,false,5
4889,2024-05-10,North,Store,Kitchen,Chef Pan,Small Business,12,45.34,0.00,544.11,299.26,244.85,true,false,4
4890,2024-05-11,South,Wholesale,Electronics,USB Hub,Enterprise,26,27.37,0.05,676.14,425.97,250.17,true,false,3
4891,2024-05-12,East,Web,Home,Desk Lamp,Consumer,15,30.94,0.10,417.74,217.22,200.52,true,false,4
4892,2024-05-13,West,Store,Home,Storage Bin,Small Business,1,18.92,0.20,15.14,7.12,8.02,true,false,6
4893,2024-05-14,North,Wholesale,Outdoors,Trail Bottle,Enterprise,6,25.28,0.00,151.69,66.74,84.95,true,false,4
4894,2024-05-15,South,Web,Outdoors,Camp Chair,Consumer,4,73.20,0.05,278.15,161.33,116.82,false,false,6
4895,2024-05-16,East,Store,Kitchen,Chef Pan,Small Business,2,46.56,0.10,83.81,46.10,37.72,false,false,4
4896,2024-05-17,West,Wholesale,Electronics,USB Hub,Enterprise,13,28.88,0.20,300.35,189.22,111.13,true,false,5
4897,2024-05-18,North,Web,Home,Desk Lamp,Consumer,4,30.09,0.00,120.34,62.58,57.77,true,false,3
4898,2024-05-19,South,Store,Home,Storage Bin,Small Business,4,17.25,0.05,65.56,30.81,34.74,true,false,2
4899,2024-05-20,East,Wholesale,Outdoors,Trail Bottle,Enterprise,15,24.93,,373.94,164.54,209.41,true,false,6
4900,2024-05-21,West,Web,Outdoors,Camp Chair,Consumer,21,72.18,0.20,1212.60,703.31,509.29,true,true,4
4901,2024-05-22,North,Store,Kitchen,Chef Pan,Small Business,28,44.35,0.00,1241.86,683.02,558.84,true,false,2
4902,2024-05-23,South,Wholesale,Electronics,USB Hub,Enterprise,2,26.41,0.05,50.17,31.61,18.56,true,false,2
4903,2024-05-24,East,Web,Home,Desk Lamp,Consumer,15,31.40,0.10,423.86,220.41,203.45,true,false,5
4904,2024-05-25,West,Store,Home,Storage Bin,Small Business,1,18.66,0.20,14.93,7.02,7.91,true,false,4
4905,2024-05-26,North,Wholesale,Outdoors,Trail Bottle,Enterprise,12,23.49,0.00,281.86,124.02,157.84,true,false,6
4906,2024-05-27,South,Web,Outdoors,Camp Chair,Consumer,1,74.63,0.05,70.89,41.12,29.78,true,true,9
4907,2024-05-28,East,Store,Kitchen,Chef Pan,Small Business,3,45.81,0.10,123.69,68.03,55.66,true,false,6
4908,2024-05-29,West,Wholesale,Electronics,USB Hub,Enterprise,29,28.67,0.20,665.05,418.98,246.07,true,false,2
4909,2024-05-30,North,Web,Home,Desk Lamp,Consumer,1,33.80,0.00,33.80,17.58,16.22,true,false,1
4910,2024-05-31,South,Store,Home,Storage Bin,Small Business,2,18.27,0.05,34.72,16.32,18.40,true,false,6
4911,2024-06-01,East,Wholesale,Outdoors,Trail Bottle,Enterprise,24,24.06,0.10,519.61,228.63,290.98,true,false,6
4912,2024-06-02,West,Web,Outdoors,Camp Chair,Consumer,32,74.51,0.20,1907.40,1106.29,801.11,true,false,4
4913,2024-06-03,North,Store,Kitchen,Chef Pan,Small Business,3,47.99,0.00,143.98,79.19,64.79,true,false,3
4914,2024-06-04,South,Wholesale,Electronics,USB Hub,Enterprise,9,27.56,0.05,235.67,148.47,87.20,true,false,1
4915,2024-06-05,East,Web,Home,Desk Lamp,Consumer,1,31.23,0.10,28.11,14.62,13.49,true,false,2
4916,2024-06-06,West,Store,Home,Storage Bin,Small Business,3,17.17,0.20,41.22,19.37,21.85,true,false,4
4917,2024-06-07,North,Wholesale,Outdoors,Trail Bottle,Enterprise,12,22.71,0.00,272.48,119.89,152.59,true,false,5
4918,2024-06-08,South,Web,Outdoors,Camp Chair,Consumer,31,75.12,0.05,2212.20,1283.07,929.12,true,false,1
4919,2024-06-09,East,Store,Kitchen,Chef Pan,Small Business,14,46.44,0.10,585.15,321.83,263.32,true,false,1
4920,2024-06-10,West,Wholesale,Electronics,USB Hub,Enterprise,3,27.66,0.20,66.39,41.82,24.56,true,false,6
4921,2024-06-11,North,Web,Home,Desk Lamp,Consumer,20,33.85,0.00,676.98,352.03,324.95,true,true,6
4922,2024-06-12,South,Store,Home,Storage Bin,Small Business,28,18.31,0.05,487.16,228.97,258.20,true,true,4
4923,2024-06-13,East,Wholesale,Outdoors,Trail Bottle,Enterprise,24,22.88,0.10,494.16,217.43,276.73,true,false,3
4924,2024-06-14,West,Web,Outdoors,Camp Chair,Consumer,6,76.01,0.20,364.85,211.61,153.24,true,false,4
4925,2024-06-15,North,Store,Kitchen,Chef Pan,Small Business,1,48.09,0.00,48.09,26.45,21.64,true,false,4
4926,2024-06-16,South,Wholesale,Electronics,USB Hub,Enterprise,3,29.66,0.05,84.52,53.25,31.27,true,false,3
4927,2024-06-17,East,Web,Home,Desk Lamp,Consumer,2,33.62,0.10,60.51,31.47,29.05,true,false,6
4928,2024-06-18,West,Store,Home,Storage Bin,Small Business,5,18.14,0.20,72.56,34.10,38.46,true,false,1
4929,2024-06-19,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.95,0.00,24.95,10.98,13.97,true,false,1
4930,2024-06-20,South,Web,Outdoors,Camp Chair,Consumer,30,78.35,0.05,2233.01,1295.15,937.86,true,false,5
4931,2024-06-21,East,Store,Kitchen,Chef Pan,Small Business,2,45.73,0.10,82.31,45.27,37.04,true,false,1
4932,2024-06-22,West,Wholesale,Electronics,USB Hub,Enterprise,28,27.64,0.20,619.22,390.11,229.11,true,false,1
4933,2024-06-23,North,Web,Home,Desk Lamp,Consumer,8,33.55,0.00,268.44,139.59,128.85,true,false,5
4934,2024-06-24,South,Store,Home,Storage Bin,Small Business,8,17.04,0.05,129.47,60.85,68.62,true,false,2
4935,2024-06-25,East,Wholesale,Outdoors,Trail Bottle,Enterprise,26,24.31,0.10,568.86,250.30,318.56,true,false,1
4936,2024-06-26,West,Web,Outdoors,Camp Chair,Consumer,8,77.99,0.20,499.17,289.52,209.65,true,false,5
4937,2024-06-27,North,Store,Kitchen,Chef Pan,Small Business,10,47.27,0.00,472.67,259.97,212.70,true,false,4
4938,2024-06-28,South,Wholesale,Electronics,USB Hub,Enterprise,1,27.49,0.05,26.11,16.45,9.66,true,false,1
4939,2024-06-29,East,Web,Home,Desk Lamp,Consumer,7,30.17,0.10,190.08,98.84,91.24,true,false,3
4940,2024-06-30,West,Store,Home,Storage Bin,Small Business,6,18.20,0.20,87.37,41.06,46.31,true,false,2
4941,2024-07-01,North,Wholesale,Outdoors,Trail Bottle,Enterprise,3,23.51,0.00,70.52,31.03,39.49,true,false,3
4942,2024-07-02,South,Web,Outdoors,Camp Chair,Consumer,3,71.31,0.05,203.24,117.88,85.36,true,false,
4943,2024-07-03,East,Store,Kitchen,Chef Pan,Small Business,4,44.06,0.10,158.62,87.24,71.38,true,false,3
4944,2024-07-04,West,Wholesale,Electronics,USB Hub,Enterprise,1,26.62,0.20,21.30,13.42,7.88,true,false,5
4945,2024-07-05,North,Web,Home,Desk Lamp,Consumer,3,30.20,0.00,90.59,47.10,43.48,true,false,2
4946,2024-07-06,South,Store,Home,Storage Bin,Small Business,5,18.11,0.05,86.01,40.43,45.59,true,false,6
4947,2024-07-07,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,22.93,0.10,20.64,9.08,11.56,true,false,4
4948,2024-07-08,West,Web,Outdoors,Camp Chair,Consumer,4,74.83,0.20,239.46,138.89,100.57,true,false,5
4949,2024-07-09,North,Store,Kitchen,Chef Pan,Small Business,1,45.84,0.00,45.84,25.21,20.63,true,false,6
4950,2024-07-10,South,Wholesale,Electronics,USB Hub,Enterprise,1,29.12,0.05,27.67,17.43,10.24,true,false,5
4951,2024-07-11,East,Web,Home,Desk Lamp,Consumer,13,30.93,0.10,361.83,188.15,173.68,true,false,1
4952,2024-07-12,West,Store,Home,Storage Bin,Small Business,15,17.67,0.20,212.01,99.64,112.36,true,false,4
4953,2024-07-13,North,Wholesale,Outdoors,Trail Bottle,Enterprise,19,25.41,0.00,482.76,212.41,270.34,false,false,4
4954,2024-07-14,South,Web,Outdoors,Camp Chair,Consumer,1,77.01,0.05,73.16,42.43,30.73,true,false,5
4955,2024-07-15,East,Store,Kitchen,Chef Pan,Small Business,34,47.23,0.10,1445.27,794.90,650.37,true,false,2
4956,2024-07-16,West,Wholesale,Electronics,USB Hub,Enterprise,1,29.03,0.20,23.22,14.63,8.59,true,false,1
4957,2024-07-17,North,Web,Home,Desk Lamp,Consumer,35,31.22,0.00,1092.74,568.22,524.51,false,false,4
4958,2024-07-18,South,Store,Home,Storage Bin,Small Business,1,17.76,0.05,16.87,7.93,8.94,false,false,6
4959,2024-07-19,East,Wholesale,Outdoors,Trail Bottle,Enterprise,9,24.10,0.10,195.20,85.89,109.31,true,true,4
4960,2024-07-20,West,Web,Outdoors,Camp Chair,Consumer,3,74.32,0.20,178.37,103.45,74.92,true,false,6
4961,2024-07-21,North,Store,Kitchen,Chef Pan,Small Business,25,43.64,0.00,1091.12,600.12,491.00,true,false,2
4962,2024-07-22,South,Wholesale,Electronics,USB Hub,Enterprise,9,26.46,0.05,226.25,142.54,83.71,true,false,2
4963,2024-07-23,East,Web,Home,Desk Lamp,Consumer,24,31.33,0.10,676.80,351.94,324.86,false,false,5
4964,2024-07-24,West,Store,Home,Storage Bin,Small Business,1,17.02,0.20,13.62,6.40,7.22,true,false,1
4965,2024-07-25,North,Wholesale,Outdoors,Trail Bottle,Enterprise,28,24.67,0.00,690.63,303.88,386.75,true,false,5
4966,2024-07-26,South,Web,Outdoors,Camp Chair,Consumer,5,76.58,0.05,363.77,210.99,152.78,true,false,2
4967,2024-07-27,East,Store,Kitchen,Chef Pan,Small Business,24,47.48,0.10,1025.63,564.10,461.53,true,false,5
4968,2024-07-28,West,Wholesale,Electronics,USB Hub,Enterprise,8,29.17,0.20,186.71,117.62,69.08,true,false,3
4969,2024-07-29,North,Web,Home,Desk Lamp,Consumer,21,30.60,0.00,642.63,334.17,308.46,true,false,3
4970,2024-07-30,South,Store,Home,Storage Bin,Small Business,9,18.35,0.05,156.87,73.73,83.14,true,false,4
4971,2024-07-31,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,25.01,0.10,135.05,59.42,75.63,true,false,2
4972,2024-08-01,West,Web,Outdoors,Camp Chair,Consumer,1,70.17,0.20,56.13,32.56,23.58,true,false,3
4973,2024-08-02,North,Store,Kitchen,Chef Pan,Small Business,24,43.29,0.00,1038.88,571.39,467.50,true,false,5
4974,2024-08-03,South,Wholesale,Electronics,USB Hub,Enterprise,12,26.58,0.05,302.97,190.87,112.10,true,true,9
4975,2024-08-04,East,Web,Home,Desk Lamp,Consumer,6,33.51,0.10,180.96,94.10,86.86,true,false,1
4976,2024-08-05,West,Store,Home,Storage Bin,Small Business,34,17.55,0.20,477.38,224.37,253.01,true,false,2
4977,2024-08-06,North,Wholesale,Outdoors,Trail Bottle,Enterprise,4,25.14,0.00,100.56,44.24,56.31,true,false,2
4978,2024-08-07,South,Web,Outdoors,Camp Chair,Consumer,26,77.46,,2013.86,1168.04,845.82,true,false,5
4979,2024-08-08,East,Store,Kitchen,Chef Pan,Small Business,31,45.63,0.10,1272.97,700.14,572.84,true,false,2
4980,2024-08-09,West,Wholesale,Electronics,USB Hub,Enterprise,8,27.62,0.20,176.79,111.38,65.41,true,false,1
4981,2024-08-10,North,Web,Home,Desk Lamp,Consumer,26,32.24,0.00,838.36,435.95,402.41,true,false,5
4982,2024-08-11,South,Store,Home,Storage Bin,Small Business,22,18.06,0.05,377.38,177.37,200.01,false,false,1
4983,2024-08-12,East,Wholesale,Outdoors,Trail Bottle,Enterprise,16,24.09,0.10,346.94,152.65,194.28,true,false,2
4984,2024-08-13,West,Web,Outdoors,Camp Chair,Consumer,30,75.16,0.20,1803.75,1046.18,757.58,true,false,5
4985,2024-08-14,North,Store,Kitchen,Chef Pan,Small Business,1,43.36,0.00,43.36,23.85,19.51,true,false,1
4986,2024-08-15,South,Wholesale,Electronics,USB Hub,Enterprise,5,27.47,0.05,130.49,82.21,48.28,false,false,6
4987,2024-08-16,East,Web,Home,Desk Lamp,Consumer,1,30.73,0.10,27.65,14.38,13.27,true,false,6
4988,2024-08-17,West,Store,Home,Storage Bin,Small Business,18,18.34,0.20,264.06,124.11,139.95,true,false,1
4989,2024-08-18,North,Wholesale,Outdoors,Trail Bottle,Enterprise,28,25.28,0.00,707.83,311.45,396.39,true,false,1
4990,2024-08-19,South,Web,Outdoors,Camp Chair,Consumer,1,70.84,0.05,67.29,39.03,28.26,false,false,6
4991,2024-08-20,East,Store,Kitchen,Chef Pan,Small Business,12,48.39,0.10,522.59,287.43,235.17,false,false,3
4992,2024-08-21,West,Wholesale,Electronics,USB Hub,Enterprise,4,27.58,0.20,88.27,55.61,32.66,true,false,5
4993,2024-08-22,North,Web,Home,Desk Lamp,Consumer,7,32.32,0.00,226.22,117.64,108.59,true,false,3
4994,2024-08-23,South,Store,Home,Storage Bin,Small Business,26,18.17,0.05,448.68,210.88,237.80,true,false,4
4995,2024-08-24,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,23.18,0.10,83.46,36.72,46.74,true,false,5
4996,2024-08-25,West,Web,Outdoors,Camp Chair,Consumer,26,74.76,0.20,1555.04,901.92,653.12,true,true,8
4997,2024-08-26,North,Store,Kitchen,Chef Pan,Small Business,18,47.92,0.00,862.53,474.39,388.14,true,false,5
4998,2024-08-27,South,Wholesale,Electronics,USB Hub,Enterprise,7,29.09,0.05,193.47,121.89,71.58,true,false,3
4999,2024-08-28,East,Web,Home,Desk Lamp,Consumer,2,33.36,0.10,60.05,31.23,28.82,true,false,1
5000,2024-08-29,West,Store,Home,Storage Bin,Small Business,20,18.70,0.20,299.20,140.63,158.58,true,false,5
5001,2024-08-30,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,23.26,0.00,395.45,174.00,221.45,true,false,6
5002,2024-08-31,South,Web,Outdoors,Camp Chair,Consumer,2,73.88,0.05,140.37,81.41,58.96,true,false,6
5003,2024-09-01,East,Store,Kitchen,Chef Pan,Small Business,13,46.09,0.10,539.22,296.57,242.65,true,false,
5004,2024-09-02,West,Wholesale,Electronics,USB Hub,Enterprise,1,29.35,0.20,23.48,14.79,8.69,true,false,6
5005,2024-09-03,North,Web,Home,Desk Lamp,Consumer,11,33.85,0.00,372.34,193.61,178.72,true,false,3
5006,2024-09-04,South,Store,Home,Storage Bin,Small Business,2,18.94,0.05,35.99,16.91,19.07,true,false,3
5007,2024-09-05,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,22.99,0.10,20.69,9.11,11.59,true,false,3
